first name,last name,Category,Sub-Category,Suber-catogory,,,
,Pink Domecap,Fungi,,,1,,
,Green Brittlegill,Fungi,,,2,,
,Purple Brittlegill,Fungi,,,1,,
,Gilded Brittlegill,Fungi,,,3,,
,Dawn Brittlegill,Fungi,,,1,,
,Humpback Brittlegill,Fungi,,,2,,
,Blue Band Brittlegill,Fungi,,,2,,
,Yellow Swamp Brittlegill,Fungi,,,3,,
,Charcoal Burner,Fungi,,,1,,
,Milk White Brittlegill,Fungi,,,1,,
,Crowded Brittlegill,Fungi,,,1,,
,Sickener,Fungi,,,2,,
,Geranium Brittlegill,Fungi,,,2,,
,Stinking Brittlegill,Fungi,,,2,,
,Fragile Brittlegill,Fungi,,,1,,
,Slender Brittlegilll,Fungi,,,2,,
,Bitter Almond Brittlegilll,Fungi,,,2,,
,Freckled Britlegill,Fungi,,,2,,
,Oilslick Britlegill,Fungi,,,2,,
,Blackening Brittlegill,Fungi,,,1,,
,Beechwood Sickener,Fungi,,,1,,
,Ochre Brittlegill,Fungi,,,2,,
,Hintapink,Fungi,,,2,,
,Powdery Brittlegill,Fungi,,,2,,
,Fruity Brittlegill,Fungi,,,1,,
,Rosy Brittlegill,Fungi,,,2,,
,Bloody Brittlegill,Fungi,,,2,,
,Primrose Brittlegill,Fungi,,,2,,
,The Flirt,Fungi,,,1,,
,Greencracked Brittlegill,Fungi,,,2,,
,Crab Brittlegill,Fungi,,,2,,
,Bitter Tooth,Fungi,,,9,,
,Scaly Tooth,Fungi,,,9,,
,Olive Oysterling,Fungi,,,1,,
,Scarlet Elfcup,Fungi,,,1,,
,Ruby Elfcup,Fungi,,,1,,
,Split Gill,Fungi,,,1,,
,Leopard Earthball,Fungi,,,10,,
,Common Earthball,Fungi,,,10,,
,Scaly Earthball,Fungi,,,10,,
,Common Eyelash,Fungi,,,1,,
,Hazel Bracket,Fungi,,,1,,
,Wood Cauliflower,Fungi,,,1,,
,Bonnet Mould,Fungi,,,1,,
,Powdercap Strangler,Fungi,,,1,,
,Hairy Curtain Crust,Fungi,,,1,,
,Broadleaf Bleeding Crust,Fungi,,,1,,
,Yellowing Curtain Crust,Fungi,,,1,,
,Old Man of the Woods,Fungi,,,12,,
,Verdigris Roundhead,Fungi,,,11,,
,Blue Roundhead,Fungi,,,11,,
,Garland Roundhead,Fungi,,,11,,
,Conifer Roundhead,Fungi,,,11,,
,Peppery Roundhead,Fungi,,,11,,
,Wine Roundhead,Fungi,,,11,,
,Dung Roundhead,Fungi,,,11,,
,Lurid Bolete,Fungi,,,7,,
,Lurid Bolete,Fungi,,,7,,
,Deceiving Bolete,Fungi,,,7,,
,Devil's Bolete,Fungi,,,7,,
,Bovine Bolete,Fungi,,,3,,
,Hollow Bolete,Fungi,,,3,,
,Weeping Bolete,Fungi,,,3,,
,Larch Bolete,Fungi,,,3,,
,Slippery Jack,Fungi,,,3,,
,Slippery White Bolete,Fungi,,,3,,
,Variegated Bolete,Fungi,,,3,,
,Sticky Bolete,Fungi,,,3,,
,Velvet Rollrim,Fungi,,,9,,
,Oyster Rollrim,Fungi,,,9,,
,Greater Toothed Cup,Fungi,,,1,,
,Toothed Cup,Fungi,,,1,,
,Cobalt Crust,Fungi,,,1,,
,Common Eyelash,Fungi,,,1,,
,Earthfan,Fungi,,,11,,
,Lumpy Bracket,Fungi,,,1,,
,Hairy Bracket,Fungi,,,1,,
,Fragrant Bracket,Fungi,,,1,,
,Turkeytail,Fungi,,,1,,
,Leafy Brain,Fungi,,,1,,
,Yellow Brain,Fungi,,,1,,
,Purplepore Bracket,Fungi,,,1,,
,Bitter Knight,Fungi,,,1,,
,White Knight,Fungi,,,1,,
,Dark Scaled Knight,Fungi,,,1,,
,Girdled Knight,Fungi,,,1,,
,Blue Spot Knight,Fungi,,,1,,
,Yellow Knight,Fungi,,,1,,
,Booted Knight,Fungi,,,1,,
,Birch Knight,Fungi,,,1,,
,Coalman,Fungi,,,1,,
,Soapy Knight,Fungi,,,1,,
,Yellowing Knight,Fungi,,,1,,
,Beech Knight,Fungi,,,1,,
,Deceiving Knight,Fungi,,,1,,
,Upright Knight,Fungi,,,1,,
,Sulphur Knight,Fungi,,,1,,
,Grey Knight,Fungi,,,1,,
,Burnt Knight,Fungi,,,1,,
,Ashen Knight,Fungi,,,1,,
,Prunes and Custard,Fungi,,,1,,
,Plums and Custard,Fungi,,,1,,
,Felted Twiglet,Fungi,,,9,,
,Hawthorn Twiglet,Fungi,,,9,,
,Summer Truffle,Fungi,,,2,,
,White Truffle,Fungi,,,2,,
,Perigord Truffle,Fungi,,,2,,
,Winter Stalkball,Fungi,,,6,,
,Bitter Bolete,Fungi,,,6,,
,Dusky Bolete,Fungi,,,11,,
,Silky Rosegill,Fungi,,,5,,
,Stubble Rosegill,Fungi,,,5,,
,Piggyback Rosegill,Fungi,,,5,,
,Red Cracking Bolete,Fungi,,,7,,
,Sepia Bolete,Fungi,,,7,,
,Matte Bolete,Fungi,,,7,,
,Rooting Shank,Fungi,,,2,,
,Beechmast Candlesnuff,Fungi,,,12,,
,Candlesnuff Fungus,Fungi,,,12,,
,Dead Man's Fingers,Fungi,,,12,,
Michio,Kaku,Futurist,Theoretical Physics,,,,
,Milky Way,Galaxy,0,Sagittarius(centre),"This is our galaxy. Most things visible to the naked-eye in the sky are part of it, including the Milky Waycomposing the Zone of Avoidance.[6]",,
,Sculptor Galaxy(NGC 253),Galaxy,,Sculptor,"According to Brian A. Skiff, the naked-eye visibility of this galaxy is discussed in an old Sky & Telescope letter or note from the late 1960s or early 1970s.[16]",,
,Ursa Major,Galaxy,,,Highly experienced amateur Astronomys may be able to see Messier 81 under exceptional observing conditions.[13][14][15],,
,Centaurus,Galaxy,,,Centaurus A has been spotted with the naked eye by Stephen James O'Meara.[12],,
,Hydra,Galaxy,,,M83 has reportedly been seen with the naked eye.[17],,
,Dorado/Mensa,Galaxy,,,Visible only from the southern hemisphere. It is also the brightest patch of nebulosity in the sky.[6][7][8],,
,Andromeda,Galaxy,,,"Once called the Great Andromeda Nebula, it is situated in the Andromeda constellation.[6][10]",,
,Triangulum,Galaxy,,,"Being a diffuse object, its visibility is strongly affected by even small amounts of light pollution, ranging from easily visible in direct vision in truly dark skies to a difficult averted vision object in rural/suburban skies.[11]",,
,Tucana,Galaxy,,,Visible only from the southern hemisphere.[6][9],,
Christiane ,Nusslein-Volhard,Genetics,Nobel Prize in Medicine,,,,
james,watson,Genetics,nobel prize in medicine,,,,
George,beadle,Genetics,Nobel prize medicine,,,,
Oswald ,Avery,Genetics,DNA structure,,,,
Nettie,Stevens,Genetics,Genetics,,,,
Rosalind ,Franklin,Genetics,DNA structure,,,,
Barbara,McClintock,Genetics,Genetic Discoveries,,,,
William ,Hopkins,geology,mathematics,,,,
gene,shoemaker,geology,astrogeology,,,,
Vladimir,Vernadsky,geology,geochemist,,,,
Charles,Lyell,Geology,Geologist,,,,
jean,deluc,geology,meteorology,,,,
jack,horner,geology,paleontologist,,,,
Alfred,Wegner,Geology,Plate tectonics,,,,
james,hutton,geology,rock cycle,,,,
inge,lehmann,geology,seismology,,,,
james,dana,geology,volcanos,,,,
William ,Smith,geology,,,,,
Thomas ,Kuhn,Historian,Physicist,,,,
Ramon ,Barba,horticulture,mangos,,,,
Bernardo,Divis,invented the grounded lightning rod,Theologian,,,,
Katharine,Berners-Lee,invented the internet,,,,,
Prokop ,Nobel,Inventions,explosives,,,,
Timothy John,Meucci,Inventions,communications,,,,
Alfred,Birdseye,Inventions,Food,,,,
Antonio,Berliner,Inventor,Gramophone,,,,
Emile,Tesla,inventor,electromagnetism,,,,
Nikola ,bessemer,Inventor,entrepreneur,,,,
henry,Siemens,Inventor,Industrialist,,,,
Clarence,Petrovic Alas,Inventor,mathematics,,,,
Ernst,Bosch,Inventor,electricity,,,,
Mihailo,ford,inventor locomation,entrepreneur,,,,
Robert,Edison,inventors,electricity,,,,
henry,Linnaeus,Life science,Classification of all landforms,,,,
Thomas Alva,Bernard,Life science,Nerves,,,,
Carolus,Chomsky,linguist,Philosopher,,,,
Claude,Ross,malaria,Nobel Prize in Medicine,,,,
Noam,Carson,Marine Biologist,Naturalist,,,,
Ronald,(we don't know abt him),mathematics,mathematics,,,,
Rachel,Karl Diesel,mechanical engineering,transportation,,,,
Florence,Nightingale,mathematics,analyst,,,,
Fibonacci,Who knows,mathematics,inventor,,,,
Srinivasa,Ramanujan,mathematics,number theory,,,,
William ,Thomson,mathematics,physics,,,,
Francis,galton,mathematics,statistics,,,,
David,Kinsey,Medical,Anatomy,,,,
René,Descartes,mathematics,analytical geometry,,,,
Omar,Khayyam,mathematics,Astronomy,,,,
Charles ,Babbage,mathematics,Computers,,,,
john,napier,mathematics,log(),,,,
Christiaan,Huygens,mathematics,Physicist,,,,
Leonhard,Euler,mathematics,Physicist,,,,
Pierre,De Fermat,mathematics,Probability Theorum,,,,
Euclid,,mathematics,,,,,
Emmy ,Noether,mathematics,Abstract Algebra,,,,
Carl Friedrich,Gauss,mathematics,also did Astronomy,,,,
Gottfried,Leibniz,mathematics,Calculus,,,,
Rudolf Christian,Fleming,Medical,Anti-Bacterial Technology,,,,
Alfred,Cabrera,Medical,Physician,,,,
Alexander ,Freud,medical,psychologist,,,,
Benjamin,Wundt,medical,psychologist,,,,
Sigmund,Jenner,Medical,Small Pox Vaccine,,,,
wilhelm,Blalock,Medical,Surgeon,,,,
Edward,Czerny,Medical,Pediatrics,,,,
Alfred,Mesmer,medical,hypnosis,,,,
Adalbert,landsteiner,medical,nobel prize in medicine,,,,
franz,lister,medical,surgery,,,,
karl,pavlov,medical,noble prize in medicine,,,,
joseph,Ehrlich,medical,Nobel Prize in medicine,,,,
Avicenna,Behring,medical,Nobel Prize in medicine,,,,
,,medicine,Medicine,,,,
,"AA-8000: used for electrical building wire in the U.S. per the National Electrical Code, replacing AA-1350.[1]",Metal Alloys,,,,,
,"Al–Li (2.45% lithium): aerospace applications, including the Space Shuttle",Metal Alloys,,,,,
,"Alnico (nickel, cobalt): used for permanent magnets",Metal Alloys,,,,,
,"Birmabright (magnesium, manganese): used in Land Rover bodies",Metal Alloys,,,,,
,Duralumin (copper),Metal Alloys,,,,,
,"Hiduminium or R.R. alloys (2% copper, iron, nickel): used in aircraft pistons",Metal Alloys,,,,,
,"Hydronalium (up to 12% magnesium, 1% manganese): used in shipbuilding, resists seawater corrosion",Metal Alloys,,,,,
,"Italma (3.5% magnesium, 0.3% manganese): formerly used to make coinage of the Italian lira",Metal Alloys,,,,,
,Kryron,Metal Alloys,,,,,
,"Magnalium (5-50% magnesium): used in airplane bodies, ladders, pyrotechnics, etc.",Metal Alloys,,,,,
,"Nambé (aluminium plus seven other undisclosed metals), serveware, exclusively from the one manufacturer",Metal Alloys,,,,,
,Scandium–aluminium (scandium),Metal Alloys,,,,,
,"Y alloy (4% copper, nickel, magnesium):",Metal Alloys,,,,,
,Bismuth[edit],Metal Alloys,,,,,
,Main article: Bismuth,Metal Alloys,,,,,
,Bismanol (manganese); magnetic alloy from the 1950s using powder metallurgy,Metal Alloys,,,,,
,"Cerrosafe (lead, tin, cadmium)",Metal Alloys,,,,,
,"Rose metal (lead, tin)",Metal Alloys,,,,,
,"Wood's metal (lead, tin, cadmium)",Metal Alloys,,,,,
,Chromium[edit],Metal Alloys,,,,,
,Main article: Chromium,Metal Alloys,,,,,
,Chromium hydride (hydrogen),Metal Alloys,,,,,
,Nichrome (nickel),Metal Alloys,,,,,
,Cobalt[edit],Metal Alloys,,,,,
,Main article: Cobalt,Metal Alloys,,,,,
,Megallium,Metal Alloys,,,,,
,"Stellite (chromium, tungsten, carbon)",Metal Alloys,,,,,
,Talonite,Metal Alloys,,,,,
,"Ultimet (chromium, nickel, iron, molybdenum, tungsten) [2]",Metal Alloys,,,,,
,Vitallium,Metal Alloys,,,,,
,Copper[edit],Metal Alloys,,,,,
,Main articles: Copper and Copper alloys,Metal Alloys,,,,,
,Arsenical copper,Metal Alloys,,,,,
,Beryllium copper (beryllium),Metal Alloys,,,,,
,Billon (silver),Metal Alloys,,,,,
,Brass (zinc) see also Brass §Brass types for longer list,Metal Alloys,,,,,
,Calamine brass (zinc),Metal Alloys,,,,,
,Chinese silver (zinc),Metal Alloys,,,,,
,Dutch metal (zinc),Metal Alloys,,,,,
,Gilding metal (zinc),Metal Alloys,,,,,
,Muntz metal (zinc),Metal Alloys,,,,,
,Pinchbeck (zinc),Metal Alloys,,,,,
,Prince's metal (zinc),Metal Alloys,,,,,
,Tombac (zinc),Metal Alloys,,,,,
,"Bronze (tin, aluminium or other element)",Metal Alloys,,,,,
,Aluminium bronze (aluminium),Metal Alloys,,,,,
,Arsenical bronze,Metal Alloys,,,,,
,Bell metal (tin),Metal Alloys,,,,,
,Florentine bronze (aluminium or tin),Metal Alloys,,,,,
,"Glucydur (beryllium, iron)",Metal Alloys,,,,,
,Guanín,Metal Alloys,,,,,
,"Gunmetal (tin, zinc)",Metal Alloys,,,,,
,Phosphor bronze (tin and phosphorus),Metal Alloys,,,,,
,Ormolu (Gilt Bronze) (zinc),Metal Alloys,,,,,
,Speculum metal (tin),Metal Alloys,,,,,
,Constantan (nickel),Metal Alloys,,,,,
,Copper hydride (hydrogen),Metal Alloys,,,,,
,Copper–tungsten (tungsten),Metal Alloys,,,,,
,"Corinthian bronze (gold, silver)",Metal Alloys,,,,,
,"Cunife (nickel, iron)",Metal Alloys,,,,,
,Cupronickel (nickel),Metal Alloys,,,,,
,Cymbal alloys (Bell metal) (tin),Metal Alloys,,,,,
,"Devarda's alloy (aluminium, zinc)",Metal Alloys,,,,,
,"Electrum (gold, silver)",Metal Alloys,,,,,
,"Hepatizon (gold, silver)",Metal Alloys,,,,,
,"Manganin (manganese, nickel)",Metal Alloys,,,,,
,"Melchior (nickel); high corrosion resistance, used in marine applications in condenser tubes",Metal Alloys,,,,,
,Molybdochalkos (lead),Metal Alloys,,,,,
,Nickel silver (nickel),Metal Alloys,,,,,
,"Nordic gold (aluminium, zinc, tin)",Metal Alloys,,,,,
,Shakudo (gold),Metal Alloys,,,,,
,Tumbaga (gold),Metal Alloys,,,,,
,Gallium[edit],Metal Alloys,,,,,
,Main article: Gallium,Metal Alloys,,,,,
,"Al Ga (aluminium, gallium)",Metal Alloys,,,,,
,Galfenol (iron),Metal Alloys,,,,,
,"Galinstan (indium, tin)",Metal Alloys,,,,,
,Gold[edit],Metal Alloys,,,,,
,Main article: Gold,Metal Alloys,,,,,
,See also notes below[note 1],Metal Alloys,,,,,
,"Colored gold (silver, copper)",Metal Alloys,,,,,
,"Crown gold (silver, copper)",Metal Alloys,,,,,
,"Electrum (silver, copper)",Metal Alloys,,,,,
,Rhodite (rhodium),Metal Alloys,,,,,
,Rose gold (copper),Metal Alloys,,,,,
,Tumbaga (copper),Metal Alloys,,,,,
,"White gold (nickel, palladium)",Metal Alloys,,,,,
,Indium[edit],Metal Alloys,,,,,
,Main article: Indium,Metal Alloys,,,,,
,"Field's metal (bismuth, tin)",Metal Alloys,,,,,
,Iron[edit],Metal Alloys,,,,,
,Main article: Iron,Metal Alloys,,,,,
,See also: Category:Ferrous alloys,Metal Alloys,,,,,
,"Elinvar (nickel, chromium)",Metal Alloys,,,,,
,"Fernico (nickel, cobalt)",Metal Alloys,,,,,
,Ferroalloys (Category:Ferroalloys),Metal Alloys,,,,,
,Ferroboron,Metal Alloys,,,,,
,Ferrocerium,Metal Alloys,,,,,
,Ferrochrome,Metal Alloys,,,,,
,Ferromagnesium,Metal Alloys,,,,,
,Ferromanganese,Metal Alloys,,,,,
,Ferromolybdenum,Metal Alloys,,,,,
,Ferronickel,Metal Alloys,,,,,
,Ferrophosphorus,Metal Alloys,,,,,
,Ferrosilicon,Metal Alloys,,,,,
,Ferrotitanium,Metal Alloys,,,,,
,Ferrouranium,Metal Alloys,,,,,
,Ferrovanadium,Metal Alloys,,,,,
,Invar (nickel),Metal Alloys,,,,,
,Cast iron (carbon),Metal Alloys,,,,,
,Pig iron (carbon),Metal Alloys,,,,,
,Iron hydride (hydrogen),Metal Alloys,,,,,
,"Kanthal (alloy) (20–30% chromium, 4–7.5% aluminium); used in heating elements, including e-cigarettes",Metal Alloys,,,,,
,"Kovar (nickel, cobalt)",Metal Alloys,,,,,
,"Spiegeleisen (manganese, carbon, silicon)",Metal Alloys,,,,,
,"Staballoy (stainless steel) (managanese, chromium, carbon) - see also #Alloys of uranium below",Metal Alloys,,,,,
,Steel (carbon) (Category:Steels),Metal Alloys,,,,,
,Bulat steel,Metal Alloys,,,,,
,"Chromoly (chromium, molybdenum)",Metal Alloys,,,,,
,Crucible steel,Metal Alloys,,,,,
,Damascus steel,Metal Alloys,,,,,
,Hadfield steel,Metal Alloys,,,,,
,High speed steel,Metal Alloys,,,,,
,Mushet steel,Metal Alloys,,,,,
,HSLA steel,Metal Alloys,,,,,
,Maraging steel,Metal Alloys,,,,,
,Reynolds 531,Metal Alloys,,,,,
,Silicon steel (silicon),Metal Alloys,,,,,
,Spring steel,Metal Alloys,,,,,
,"Stainless steel (chromium, nickel)",Metal Alloys,,,,,
,AL-6XN,Metal Alloys,,,,,
,Alloy 20,Metal Alloys,,,,,
,Celestrium,Metal Alloys,,,,,
,Marine grade stainless,Metal Alloys,,,,,
,Martensitic stainless steel,Metal Alloys,,,,,
,"Alloy 28 or Sanicro 28 (nickel, chromium)",Metal Alloys,,,,,
,"Surgical stainless steel (chromium, molybdenum, nickel)",Metal Alloys,,,,,
,"Zeron 100 (chromium, nickel, molybdenum)",Metal Alloys,,,,,
,Tool steel (tungsten or manganese),Metal Alloys,,,,,
,"Silver steel (US:Drill rod) (manganese, chromium, silicon)",Metal Alloys,,,,,
,"Weathering steel ('Cor-ten') (silicon, manganese, chromium, copper, vanadium, nickel)",Metal Alloys,,,,,
,Wootz steel,Metal Alloys,,,,,
,Lead[edit],Metal Alloys,,,,,
,Main article: Lead,Metal Alloys,,,,,
,Molybdochalkos (copper),Metal Alloys,,,,,
,Solder (tin),Metal Alloys,,,,,
,Terne (tin),Metal Alloys,,,,,
,"Type metal (tin, antimony)",Metal Alloys,,,,,
,Magnesium[edit],Metal Alloys,,,,,
,Main article: Magnesium,Metal Alloys,,,,,
,Elektron,Metal Alloys,,,,,
,"Magnox (0.8% aluminium, 0.004% beryllium); used in nuclear reactors",Metal Alloys,,,,,
,T-Mg–Al–Zn (Bergman phase) is a complex metallic alloy,Metal Alloys,,,,,
,Mercury[edit],Metal Alloys,,,,,
,Main article: Mercury (element),Metal Alloys,,,,,
,Amalgam,Metal Alloys,,,,,
,Nickel[edit],Metal Alloys,,,,,
,Main article: Nickel,Metal Alloys,,,,,
,Category: Nickel alloys,Metal Alloys,,,,,
,"Alnico (aluminium, cobalt); used in magnets",Metal Alloys,,,,,
,"Alumel (manganese, aluminium, silicon)",Metal Alloys,,,,,
,"Brightray (20% chromium, iron, rare earths); originally for hard-facing valve seats",Metal Alloys,,,,,
,Chromel (chromium),Metal Alloys,,,,,
,"Cupronickel (bronze, copper)",Metal Alloys,,,,,
,Ferronickel (iron),Metal Alloys,,,,,
,"German silver (copper, zinc)",Metal Alloys,,,,,
,"Hastelloy (molybdenum, chromium, sometimes tungsten)",Metal Alloys,,,,,
,"Inconel (chromium, iron)",Metal Alloys,,,,,
,"Monel metal (copper, iron, manganese)",Metal Alloys,,,,,
,Nichrome (chromium),Metal Alloys,,,,,
,Nickel-carbon (carbon),Metal Alloys,,,,,
,"Nicrosil (chromium, silicon, magnesium)",Metal Alloys,,,,,
,Nisil (silicon),Metal Alloys,,,,,
,"Nitinol (titanium, shape memory alloy)",Metal Alloys,,,,,
,"Magnetically ""soft"" alloys",Metal Alloys,,,,,
,Mu-metal (iron),Metal Alloys,,,,,
,"Permalloy (iron, molybdenum)",Metal Alloys,,,,,
,Supermalloy (molybdenum),Metal Alloys,,,,,
,"Brass (copper, zinc, manganese)",Metal Alloys,,,,,
,Nickel hydride (hydrogen),Metal Alloys,,,,,
,"Stainless steel (chromium, molybdenum, carbon, manganese, sulphur, phosphorus, silicon)",Metal Alloys,,,,,
,Coin silver (nickel),Metal Alloys,,,,,
,Plutonium[edit],Metal Alloys,,,,,
,Main article: Plutonium,Metal Alloys,,,,,
,Plutonium–aluminium,Metal Alloys,,,,,
,Plutonium–cerium,Metal Alloys,,,,,
,Plutonium–cerium–cobalt,Metal Alloys,,,,,
,Plutonium–gallium (gallium),Metal Alloys,,,,,
,Plutonium–gallium–cobalt,Metal Alloys,,,,,
,Plutonium–zirconium,Metal Alloys,,,,,
,Potassium[edit],Metal Alloys,,,,,
,Main article: Potassium,Metal Alloys,,,,,
,NaK (sodium),Metal Alloys,,,,,
,KLi (lithium),Metal Alloys,,,,,
,Rare Earths[edit],Metal Alloys,,,,,
,Main article: Rare earth element,Metal Alloys,,,,,
,Mischmetal (various rare earth elements),Metal Alloys,,,,,
,"Terfenol-D (terbium, dysprosium, and iron), a highly magnetostrictive alloy used in portable speakers such as the SoundBug device",Metal Alloys,,,,,
,Rhodium[edit],Metal Alloys,,,,,
,Pseudo palladium (rhodium–silver alloy),Metal Alloys,,,,,
,Samarium[edit],Metal Alloys,,,,,
,,Metal Alloys,,,,,
,"SmCo (cobalt); used for permanent magnets in guitar pickups, headphones, satellite transponders, etc.",Metal Alloys,,,,,
,,Metal Alloys,,,,,
,Scandium[edit],Metal Alloys,,,,,
,Scandium hydride (hydrogen),Metal Alloys,,,,,
,Silver[edit],Metal Alloys,,,,,
,Main article: Silver,Metal Alloys,,,,,
,"Argentium sterling silver (copper, germanium)",Metal Alloys,,,,,
,Billon,Metal Alloys,,,,,
,Britannia silver (copper),Metal Alloys,,,,,
,Doré bullion (gold),Metal Alloys,,,,,
,Electrum (gold),Metal Alloys,,,,,
,"Goloid (copper, gold)",Metal Alloys,,,,,
,Platinum sterling (platinum),Metal Alloys,,,,,
,Shibuichi (copper),Metal Alloys,,,,,
,Sterling silver (copper),Metal Alloys,,,,,
,Tibetan silver (copper),Metal Alloys,,,,,
,Sodium[edit],Metal Alloys,,,,,
,NaK (potassium),Metal Alloys,,,,,
,Titanium[edit],Metal Alloys,,,,,
,Main article: Titanium,Metal Alloys,,,,,
,"6al–4v (aluminium, vanadium)",Metal Alloys,,,,,
,"Beta C (vanadium, chromium, others)",Metal Alloys,,,,,
,"Gum metal (niobium, tantalum, zirconium, oxygen); used in spectacle frames, precision screws etc.",Metal Alloys,,,,,
,Titanium hydride (hydrogen),Metal Alloys,,,,,
,Titanium nitride (nitrogen),Metal Alloys,,,,,
,Tin[edit],Metal Alloys,,,,,
,Main article: Tin,Metal Alloys,,,,,
,"Babbitt (copper, antimony, lead; used for bearing surfaces)[3]",Metal Alloys,,,,,
,"Britannium (copper, antimony)[1]",Metal Alloys,,,,,
,"Pewter (antimony, copper)",Metal Alloys,,,,,
,"Solder (lead, antimony)",Metal Alloys,,,,,
,Terne (lead),Metal Alloys,,,,,
,"White metal, (copper or lead); used as base metal for plating, in bearings, etc.",Metal Alloys,,,,,
,Uranium[edit],Metal Alloys,,,,,
,Main article: Uranium,Metal Alloys,,,,,
,"Staballoy (depleted uranium with other metals, usually titanium or molybdenum). See also #Alloys of iron above for Staballoy (stainless steel).",Metal Alloys,,,,,
,Uranium hydride (hydrogen),Metal Alloys,,,,,
,Zinc[edit],Metal Alloys,,,,,
,Main article: Zinc,Metal Alloys,,,,,
,"Zamak (aluminium, magnesium, copper)",Metal Alloys,,,,,
,Electroplated zinc alloys,Metal Alloys,,,,,
,Zirconium[edit],Metal Alloys,,,,,
,Main article: Zirconium,Metal Alloys,,,,,
,Zircaloy (tin),Metal Alloys,,,,,
Antonie van,Zirconium hydride (hydrogen),Metal Alloys,,,,,
Keisuke,Leeuwenhoek,microbiology,Bacteria,,,,
salim,ito,naturalist,medicine,,,,
george-Louis ,ali,naturalist,ornithologists,,,,
Santiago,leclerc,naturalist,historian,,,,
Charles,y Cajal,neurologist,Nobel Prize for Medicine,,,,
Rita ,Sherrington,Neurology,Nobel Prize in medicine,,,,
Thomas ,Levi-Montalcini,Neurophysiology,Nobel Prize in Medicine,,,,
harold,Willis,Neuroscience,brain,,,,
J. Hans,jenson,nuclear energy,nobel prize in physics,,,,
Lise,Meitner,Nuclear Fission-lots of energy(figured out),,,,,
Walther Wilhelm ,Georg Bothe,nuclear physics,physics Nobel Prize,,,,
,"heart, blood vessels",organs,Circulatory,,,,
,"stomach, liver, intestine, pancreas",organs,Digestive,,,,
,"lymph nodes, spleen",organs,Lympho-reticular,,,,
,muscle (meat) bones,organs,Musculo-skeletal,,,,
,"brain, nerves spinal cord",organs,Nervous,,,,
,"testes, penis ovaries, uterus, vagina, vulva, udder",organs,Reproductive,,,,
,"muzzle, windpipe, lungs",organs,Respiratory,,,,
,"eyes, ears, nose skin",organs,Sensory,,,,
,"kidneys, bladder",organs,Urinary,,,,
Mary,Anning,Paleontologist,Discovered many fossils,,,,
William,Buckland,paleontologist,geologist,,,,
George,simpson,paleontology,evolution,,,,
Rudolf,Virchow,pathologist,physician,,,,
Glenn ,Seaborg,Periodic Table,Nobel Prize in chemistry,,,,
,Actinium,Periodic Table,,,,,
,Silver,Periodic Table,,,,,
,Aluminium,Periodic Table,,,,,
,Americium,Periodic Table,,,,,
,Argon,Periodic Table,,,,,
,Arsenic,Periodic Table,,,,,
,Astatine,Periodic Table,,,,,
,Gold,Periodic Table,,,,,
,Boron,Periodic Table,,,,,
,Barium,Periodic Table,,,,,
,Beryllium,Periodic Table,,,,,
,Bohrium,Periodic Table,,,,,
,Bismuth,Periodic Table,,,,,
,Berkelium,Periodic Table,,,,,
,Bromine,Periodic Table,,,,,
,Carbon,Periodic Table,,,,,
,Calcium,Periodic Table,,,,,
,Cadmium,Periodic Table,,,,,
,Cerium,Periodic Table,,,,,
,Californium,Periodic Table,,,,,
,Chlorine,Periodic Table,,,,,
,Curium,Periodic Table,,,,,
,Cobalt,Periodic Table,,,,,
,Chromium,Periodic Table,,,,,
,Caesium,Periodic Table,,,,,
,Copper,Periodic Table,,,,,
,Dubnium,Periodic Table,,,,,
,Darmstadtium,Periodic Table,,,,,
,Dysprosium,Periodic Table,,,,,
,Erbium,Periodic Table,,,,,
,Einsteinium,Periodic Table,,,,,
,Europium,Periodic Table,,,,,
,Fluorine,Periodic Table,,,,,
,Iron,Periodic Table,,,,,
,Fermium,Periodic Table,,,,,
,Francium,Periodic Table,,,,,
,Gallium,Periodic Table,,,,,
,Gadolinium,Periodic Table,,,,,
,Germanium,Periodic Table,,,,,
,Hydrogen,Periodic Table,,,,,
,Helium,Periodic Table,,,,,
,Hafnium,Periodic Table,,,,,
,Mercury,Periodic Table,,,,,
,Holmium,Periodic Table,,,,,
,Hassium,Periodic Table,,,,,
,Iodine,Periodic Table,,,,,
,Indium,Periodic Table,,,,,
,Iridium,Periodic Table,,,,,
,Potassium,Periodic Table,,,,,
,Krypton,Periodic Table,,,,,
,Lanthanum,Periodic Table,,,,,
,Lithium,Periodic Table,,,,,
,Lawrencium,Periodic Table,,,,,
,Lutetium,Periodic Table,,,,,
,Mendelevium,Periodic Table,,,,,
,Magnesium,Periodic Table,,,,,
,Manganese,Periodic Table,,,,,
,Molybdenum,Periodic Table,,,,,
,Meitnerium,Periodic Table,,,,,
,Nitrogen,Periodic Table,,,,,
,Sodium,Periodic Table,,,,,
,Niobium,Periodic Table,,,,,
,Neodymium,Periodic Table,,,,,
,Neon,Periodic Table,,,,,
,Nickel,Periodic Table,,,,,
,Nobelium,Periodic Table,,,,,
,Neptunium,Periodic Table,,,,,
,Oxygen,Periodic Table,,,,,
,Osmium,Periodic Table,,,,,
,Phosphorus,Periodic Table,,,,,
,Protactinium,Periodic Table,,,,,
,Lead,Periodic Table,,,,,
,Palladium,Periodic Table,,,,,
